Date,Year,Month,YearMonth,BusinessUnit,StatementType,LineItem,Category,Amount
2024-09-01,2024,9,202409,E-commerce,P&L,Opex,R&D,3343.11
2024-09-01,2024,9,202409,E-commerce,P&L,Opex,Rent & Utilities,1834.45
2024-09-01,2024,9,202409,E-commerce,P&L,Opex,Salaries & Benefits,16113.26
2024-09-01,2024,9,202409,E-commerce,P&L,Revenue,Product Sales,113837.37
2024-09-01,2024,9,202409,E-commerce,P&L,Revenue,Service Revenue,12648.6
2024-09-01,2024,9,202409,Retail,CF,Investing CF,Capital Expenditures,-14486.55
2024-09-01,2024,9,202409,Retail,CF,Operating CF,Change in Accounts Payable,4575.58
2024-09-01,2024,9,202409,Retail,CF,Operating CF,Change in Accounts Receivable,-12481.51
2024-09-01,2024,9,202409,Retail,CF,Operating CF,Change in Inventory,-2201.79
2024-09-01,2024,9,202409,Retail,P&L,COGS,Direct Labor,37774.54
2024-09-01,2024,9,202409,Retail,P&L,COGS,Materials,64925.0
2024-09-01,2024,9,202409,Retail,P&L,COGS,Shipping & Logistics,15345.91
2024-09-01,2024,9,202409,Retail,P&L,Opex,IT & Software,2318.89
2024-09-01,2024,9,202409,Retail,P&L,Opex,Marketing,6583.41
2024-09-01,2024,9,202409,Retail,P&L,Opex,Professional Fees,1251.84
2024-09-01,2024,9,202409,Retail,P&L,Opex,R&D,2677.88
2024-09-01,2024,9,202409,Retail,P&L,Opex,Rent & Utilities,3587.96
2024-09-01,2024,9,202409,Retail,P&L,Opex,Salaries & Benefits,29140.43
2024-09-01,2024,9,202409,Retail,P&L,Revenue,Product Sales,152996.06
2024-09-01,2024,9,202409,Retail,P&L,Revenue,Service Revenue,50998.69
2024-09-01,2024,9,202409,Wholesale,CF,Investing CF,Capital Expenditures,-10182.53
2024-09-01,2024,9,202409,Wholesale,CF,Operating CF,Change in Accounts Payable,2044.42
2024-09-01,2024,9,202409,Wholesale,CF,Operating CF,Change in Accounts Receivable,-7521.84
2024-09-01,2024,9,202409,Wholesale,CF,Operating CF,Change in Inventory,-2559.9
2024-09-01,2024,9,202409,Wholesale,P&L,COGS,Direct Labor,32404.64
2024-09-01,2024,9,202409,Wholesale,P&L,COGS,Materials,55695.47
2024-09-01,2024,9,202409,Wholesale,P&L,COGS,Shipping & Logistics,13164.38
2024-09-01,2024,9,202409,Wholesale,P&L,Opex,IT & Software,1989.89
2024-09-01,2024,9,202409,Wholesale,P&L,Opex,Marketing,3658.31
2024-09-01,2024,9,202409,Wholesale,P&L,Opex,Professional Fees,1404.83
2024-09-01,2024,9,202409,Wholesale,P&L,Opex,R&D,2021.93
2024-09-01,2024,9,202409,Wholesale,P&L,Opex,Rent & Utilities,2849.06
2024-09-01,2024,9,202409,Wholesale,P&L,Opex,Salaries & Benefits,20733.67
2024-09-01,2024,9,202409,Wholesale,P&L,Revenue,Product Sales,115934.54
2024-09-01,2024,9,202409,Wholesale,P&L,Revenue,Service Revenue,38644.85
2024-10-01,2024,10,202410,Corporate,CF,Financing CF,Debt Repayment,-11529.35
2024-10-01,2024,10,202410,Corporate,P&L,Other,Depreciation & Amortization,19274.12
2024-10-01,2024,10,202410,Corporate,P&L,Other,Income Tax Expense,14899.79
2024-10-01,2024,10,202410,Corporate,P&L,Other,Interest Expense,6912.31
2024-10-01,2024,10,202410,E-commerce,CF,Investing CF,Capital Expenditures,-10367.87
2024-10-01,2024,10,202410,E-commerce,CF,Operating CF,Change in Accounts Payable,1780.18
2024-10-01,2024,10,202410,E-commerce,CF,Operating CF,Change in Accounts Receivable,-8085.74
2024-10-01,2024,10,202410,E-commerce,CF,Operating CF,Change in Inventory,-2305.85
2024-10-01,2024,10,202410,E-commerce,P&L,COGS,Direct Labor,22548.5
2024-10-01,2024,10,202410,E-commerce,P&L,COGS,Materials,38755.24
2024-10-01,2024,10,202410,E-commerce,P&L,COGS,Shipping & Logistics,9160.33
2024-10-01,2024,10,202410,E-commerce,P&L,Opex,IT & Software,1538.55
2024-10-01,2024,10,202410,E-commerce,P&L,Opex,Marketing,6987.82
2024-10-01,2024,10,202410,E-commerce,P&L,Opex,Professional Fees,555.41
2024-10-01,2024,10,202410,E-commerce,P&L,Opex,R&D,4015.13
2024-10-01,2024,10,202410,E-commerce,P&L,Opex,Rent & Utilities,1821.37
2024-10-01,2024,10,202410,E-commerce,P&L,Opex,Salaries & Benefits,17403.84
2024-10-01,2024,10,202410,E-commerce,P&L,Revenue,Product Sales,122097.75
2024-10-01,2024,10,202410,E-commerce,P&L,Revenue,Service Revenue,13566.42
2024-10-01,2024,10,202410,Retail,CF,Investing CF,Capital Expenditures,-10874.5
2024-10-01,2024,10,202410,Retail,CF,Operating CF,Change in Accounts Payable,4477.43
2024-10-01,2024,10,202410,Retail,CF,Operating CF,Change in Accounts Receivable,-6582.24
2024-10-01,2024,10,202410,Retail,CF,Operating CF,Change in Inventory,-111.81
2024-10-01,2024,10,202410,Retail,P&L,COGS,Direct Labor,43179.6
2024-10-01,2024,10,202410,Retail,P&L,COGS,Materials,74214.94
2024-10-01,2024,10,202410,Retail,P&L,COGS,Shipping & Logistics,17541.71
2024-10-01,2024,10,202410,Retail,P&L,Opex,IT & Software,2557.82
2024-10-01,2024,10,202410,Retail,P&L,Opex,Marketing,5279.78
2024-10-01,2024,10,202410,Retail,P&L,Opex,Professional Fees,1663.09
2024-10-01,2024,10,202410,Retail,P&L,Opex,R&D,3449.26
2024-10-01,2024,10,202410,Retail,P&L,Opex,Rent & Utilities,3574.52
2024-10-01,2024,10,202410,Retail,P&L,Opex,Salaries & Benefits,28158.07
2024-10-01,2024,10,202410,Retail,P&L,Revenue,Product Sales,170956.42
2024-10-01,2024,10,202410,Retail,P&L,Revenue,Service Revenue,56985.47
2024-10-01,2024,10,202410,Wholesale,CF,Investing CF,Capital Expenditures,-8667.61
2024-10-01,2024,10,202410,Wholesale,CF,Operating CF,Change in Accounts Payable,3648.98
2024-10-01,2024,10,202410,Wholesale,CF,Operating CF,Change in Accounts Receivable,-4162.03
2024-10-01,2024,10,202410,Wholesale,CF,Operating CF,Change in Inventory,-3642.82
2024-10-01,2024,10,202410,Wholesale,P&L,COGS,Direct Labor,32987.27
2024-10-01,2024,10,202410,Wholesale,P&L,COGS,Materials,56696.87
2024-10-01,2024,10,202410,Wholesale,P&L,COGS,Shipping & Logistics,13401.08
2024-10-01,2024,10,202410,Wholesale,P&L,Opex,IT & Software,1760.97
2024-10-01,2024,10,202410,Wholesale,P&L,Opex,Marketing,4453.27
2024-10-01,2024,10,202410,Wholesale,P&L,Opex,Professional Fees,1379.69
2024-10-01,2024,10,202410,Wholesale,P&L,Opex,R&D,2446.0
2024-10-01,2024,10,202410,Wholesale,P&L,Opex,Rent & Utilities,2812.44
2024-10-01,2024,10,202410,Wholesale,P&L,Opex,Salaries & Benefits,21074.29
2024-10-01,2024,10,202410,Wholesale,P&L,Revenue,Product Sales,115495.33
2024-10-01,2024,10,202410,Wholesale,P&L,Revenue,Service Revenue,38498.44
2024-11-01,2024,11,202411,Corporate,CF,Financing CF,Debt Repayment,-11414.05
2024-11-01,2024,11,202411,Corporate,P&L,Other,Depreciation & Amortization,19295.15
2024-11-01,2024,11,202411,Corporate,P&L,Other,Income Tax Expense,17676.44
2024-11-01,2024,11,202411,Corporate,P&L,Other,Interest Expense,6515.23
2024-11-01,2024,11,202411,E-commerce,CF,Investing CF,Capital Expenditures,-13767.99
2024-11-01,2024,11,202411,E-commerce,CF,Operating CF,Change in Accounts Payable,1695.07
2024-11-01,2024,11,202411,E-commerce,CF,Operating CF,Change in Accounts Receivable,-7281.53
2024-11-01,2024,11,202411,E-commerce,CF,Operating CF,Change in Inventory,-2484.27
2024-11-01,2024,11,202411,E-commerce,P&L,COGS,Direct Labor,22471.57
2024-11-01,2024,11,202411,E-commerce,P&L,COGS,Materials,38623.0
2024-11-01,2024,11,202411,E-commerce,P&L,COGS,Shipping & Logistics,9129.07
2024-11-01,2024,11,202411,E-commerce,P&L,Opex,IT & Software,1430.62
2024-11-01,2024,11,202411,E-commerce,P&L,Opex,Marketing,7031.52
2024-11-01,2024,11,202411,E-commerce,P&L,Opex,Professional Fees,858.83
2024-11-01,2024,11,202411,E-commerce,P&L,Opex,R&D,4257.65
2024-11-01,2024,11,202411,E-commerce,P&L,Opex,Rent & Utilities,1808.16
2024-11-01,2024,11,202411,E-commerce,P&L,Opex,Salaries & Benefits,17324.8
2024-11-01,2024,11,202411,E-commerce,P&L,Revenue,Product Sales,120746.98
2024-11-01,2024,11,202411,E-commerce,P&L,Revenue,Service Revenue,13416.33
2024-11-01,2024,11,202411,Retail,CF,Investing CF,Capital Expenditures,-14691.25
2024-11-01,2024,11,202411,Retail,CF,Operating CF,Change in Accounts Payable,4496.54
2024-11-01,2024,11,202411,Retail,CF,Operating CF,Change in Accounts Receivable,-12094.09
2024-11-01,2024,11,202411,Retail,CF,Operating CF,Change in Inventory,-2682.98
2024-11-01,2024,11,202411,Retail,P&L,COGS,Direct Labor,40562.05
2024-11-01,2024,11,202411,Retail,P&L,COGS,Materials,69716.02
2024-11-01,2024,11,202411,Retail,P&L,COGS,Shipping & Logistics,16478.33
2024-11-01,2024,11,202411,Retail,P&L,Opex,IT & Software,2818.93
2024-11-01,2024,11,202411,Retail,P&L,Opex,Marketing,8370.66
2024-11-01,2024,11,202411,Retail,P&L,Opex,Professional Fees,1026.47
2024-11-01,2024,11,202411,Retail,P&L,Opex,R&D,2944.25
2024-11-01,2024,11,202411,Retail,P&L,Opex,Rent & Utilities,3604.71
2024-11-01,2024,11,202411,Retail,P&L,Opex,Salaries & Benefits,27511.33
2024-11-01,2024,11,202411,Retail,P&L,Revenue,Product Sales,168104.3
2024-11-01,2024,11,202411,Retail,P&L,Revenue,Service Revenue,56034.77
2024-11-01,2024,11,202411,Wholesale,CF,Investing CF,Capital Expenditures,-13762.09
2024-11-01,2024,11,202411,Wholesale,CF,Operating CF,Change in Accounts Payable,4012.97
2024-11-01,2024,11,202411,Wholesale,CF,Operating CF,Change in Accounts Receivable,-3619.82
2024-11-01,2024,11,202411,Wholesale,CF,Operating CF,Change in Inventory,-2018.56
2024-11-01,2024,11,202411,Wholesale,P&L,COGS,Direct Labor,34960.65
2024-11-01,2024,11,202411,Wholesale,P&L,COGS,Materials,60088.62
2024-11-01,2024,11,202411,Wholesale,P&L,COGS,Shipping & Logistics,14202.76
2024-11-01,2024,11,202411,Wholesale,P&L,Opex,IT & Software,1705.03
2024-11-01,2024,11,202411,Wholesale,P&L,Opex,Marketing,5799.42
2024-11-01,2024,11,202411,Wholesale,P&L,Opex,Professional Fees,804.5
2024-11-01,2024,11,202411,Wholesale,P&L,Opex,R&D,2172.92
2024-11-01,2024,11,202411,Wholesale,P&L,Opex,Rent & Utilities,2829.37
2024-11-01,2024,11,202411,Wholesale,P&L,Opex,Salaries & Benefits,21280.51
2024-11-01,2024,11,202411,Wholesale,P&L,Revenue,Product Sales,127336.28
2024-11-01,2024,11,202411,Wholesale,P&L,Revenue,Service Revenue,42445.43
2024-12-01,2024,12,202412,Corporate,CF,Financing CF,Debt Repayment,-11299.91
2024-12-01,2024,12,202412,Corporate,CF,Financing CF,Dividends Paid,-14556.78
2024-12-01,2024,12,202412,Corporate,P&L,Other,Depreciation & Amortization,19192.15
2024-12-01,2024,12,202412,Corporate,P&L,Other,Income Tax Expense,15057.71
2024-12-01,2024,12,202412,Corporate,P&L,Other,Interest Expense,6770.69
2024-12-01,2024,12,202412,E-commerce,CF,Investing CF,Capital Expenditures,-7173.42
2024-12-01,2024,12,202412,E-commerce,CF,Operating CF,Change in Accounts Payable,2088.54
2024-12-01,2024,12,202412,E-commerce,CF,Operating CF,Change in Accounts Receivable,-8278.73
2024-12-01,2024,12,202412,E-commerce,CF,Operating CF,Change in Inventory,-1576.65
2024-12-01,2024,12,202412,E-commerce,P&L,COGS,Direct Labor,23936.86
2024-12-01,2024,12,202412,E-commerce,P&L,COGS,Materials,41141.47
2024-12-01,2024,12,202412,E-commerce,P&L,COGS,Shipping & Logistics,9724.35
2024-12-01,2024,12,202412,E-commerce,P&L,Opex,IT & Software,1323.94
2024-12-01,2024,12,202412,E-commerce,P&L,Opex,Marketing,6842.41
2024-12-01,2024,12,202412,E-commerce,P&L,Opex,Professional Fees,512.63
2024-12-01,2024,12,202412,E-commerce,P&L,Opex,R&D,3653.04
2024-12-01,2024,12,202412,E-commerce,P&L,Opex,Rent & Utilities,1800.28
2024-12-01,2024,12,202412,E-commerce,P&L,Opex,Salaries & Benefits,17413.12
2024-12-01,2024,12,202412,E-commerce,P&L,Revenue,Product Sales,125999.41
2024-12-01,2024,12,202412,E-commerce,P&L,Revenue,Service Revenue,13999.93
2024-12-01,2024,12,202412,Retail,CF,Investing CF,Capital Expenditures,-15884.7
2024-12-01,2024,12,202412,Retail,CF,Operating CF,Change in Accounts Payable,1963.08
2024-12-01,2024,12,202412,Retail,CF,Operating CF,Change in Accounts Receivable,-15538.06
2024-12-01,2024,12,202412,Retail,CF,Operating CF,Change in Inventory,-3886.7
2024-12-01,2024,12,202412,Retail,P&L,COGS,Direct Labor,43435.99
2024-12-01,2024,12,202412,Retail,P&L,COGS,Materials,74655.61
2024-12-01,2024,12,202412,Retail,P&L,COGS,Shipping & Logistics,17645.87
2024-12-01,2024,12,202412,Retail,P&L,Opex,IT & Software,2871.72
2024-12-01,2024,12,202412,Retail,P&L,Opex,Marketing,7180.61
2024-12-01,2024,12,202412,Retail,P&L,Opex,Professional Fees,1083.51
2024-12-01,2024,12,202412,Retail,P&L,Opex,R&D,3133.43
2024-12-01,2024,12,202412,Retail,P&L,Opex,Rent & Utilities,3623.84
2024-12-01,2024,12,202412,Retail,P&L,Opex,Salaries & Benefits,28582.79
2024-12-01,2024,12,202412,Retail,P&L,Revenue,Product Sales,177655.22
2024-12-01,2024,12,202412,Retail,P&L,Revenue,Service Revenue,59218.41
2024-12-01,2024,12,202412,Wholesale,CF,Investing CF,Capital Expenditures,-9729.17
2024-12-01,2024,12,202412,Wholesale,CF,Operating CF,Change in Accounts Payable,3428.33
2024-12-01,2024,12,202412,Wholesale,CF,Operating CF,Change in Accounts Receivable,-6785.66
2024-12-01,2024,12,202412,Wholesale,CF,Operating CF,Change in Inventory,-2991.52
2024-12-01,2024,12,202412,Wholesale,P&L,COGS,Direct Labor,35816.55
2024-12-01,2024,12,202412,Wholesale,P&L,COGS,Materials,61559.7
2024-12-01,2024,12,202412,Wholesale,P&L,COGS,Shipping & Logistics,14550.47
2024-12-01,2024,12,202412,Wholesale,P&L,Opex,IT & Software,1834.62
2024-12-01,2024,12,202412,Wholesale,P&L,Opex,Marketing,5076.38
2024-12-01,2024,12,202412,Wholesale,P&L,Opex,Professional Fees,1367.14
2024-12-01,2024,12,202412,Wholesale,P&L,Opex,R&D,2176.51
2024-12-01,2024,12,202412,Wholesale,P&L,Opex,Rent & Utilities,2811.18
2024-12-01,2024,12,202412,Wholesale,P&L,Opex,Salaries & Benefits,21422.47
2024-12-01,2024,12,202412,Wholesale,P&L,Revenue,Product Sales,123015.64
2024-12-01,2024,12,202412,Wholesale,P&L,Revenue,Service Revenue,41005.21
2025-01-01,2025,1,202501,Corporate,CF,Financing CF,Debt Repayment,-11186.92
2025-01-01,2025,1,202501,Corporate,P&L,Other,Depreciation & Amortization,19084.5
2025-01-01,2025,1,202501,Corporate,P&L,Other,Income Tax Expense,11342.55
2025-01-01,2025,1,202501,Corporate,P&L,Other,Interest Expense,6415.2
2025-01-01,2025,1,202501,E-commerce,CF,Investing CF,Capital Expenditures,-6995.02
2025-01-01,2025,1,202501,E-commerce,CF,Operating CF,Change in Accounts Payable,3909.25
2025-01-01,2025,1,202501,E-commerce,CF,Operating CF,Change in Accounts Receivable,-1159.27
2025-01-01,2025,1,202501,E-commerce,CF,Operating CF,Change in Inventory,-1025.93
2025-01-01,2025,1,202501,E-commerce,P&L,COGS,Direct Labor,18766.44
2025-01-01,2025,1,202501,E-commerce,P&L,COGS,Materials,32254.82
2025-01-01,2025,1,202501,E-commerce,P&L,COGS,Shipping & Logistics,7623.87
2025-01-01,2025,1,202501,E-commerce,P&L,Opex,IT & Software,1655.8
2025-01-01,2025,1,202501,E-commerce,P&L,Opex,Marketing,7218.87
2025-01-01,2025,1,202501,E-commerce,P&L,Opex,Professional Fees,673.22
2025-01-01,2025,1,202501,E-commerce,P&L,Opex,R&D,3510.03
2025-01-01,2025,1,202501,E-commerce,P&L,Opex,Rent & Utilities,1840.54
2025-01-01,2025,1,202501,E-commerce,P&L,Opex,Salaries & Benefits,18123.53
2025-01-01,2025,1,202501,E-commerce,P&L,Revenue,Product Sales,104260.08
2025-01-01,2025,1,202501,E-commerce,P&L,Revenue,Service Revenue,11584.45
2025-01-01,2025,1,202501,Retail,CF,Investing CF,Capital Expenditures,-13306.34
2025-01-01,2025,1,202501,Retail,CF,Operating CF,Change in Accounts Payable,4302.55
2025-01-01,2025,1,202501,Retail,CF,Operating CF,Change in Accounts Receivable,-10005.07
2025-01-01,2025,1,202501,Retail,CF,Operating CF,Change in Inventory,-4209.93
2025-01-01,2025,1,202501,Retail,P&L,COGS,Direct Labor,36102.13
2025-01-01,2025,1,202501,Retail,P&L,COGS,Materials,62050.54
2025-01-01,2025,1,202501,Retail,P&L,COGS,Shipping & Logistics,14666.49
2025-01-01,2025,1,202501,Retail,P&L,Opex,IT & Software,2582.5
2025-01-01,2025,1,202501,Retail,P&L,Opex,Marketing,5724.59
2025-01-01,2025,1,202501,Retail,P&L,Opex,Professional Fees,1240.44
2025-01-01,2025,1,202501,Retail,P&L,Opex,R&D,2933.15
2025-01-01,2025,1,202501,Retail,P&L,Opex,Rent & Utilities,3630.59
2025-01-01,2025,1,202501,Retail,P&L,Opex,Salaries & Benefits,28660.31
2025-01-01,2025,1,202501,Retail,P&L,Revenue,Product Sales,147726.64
2025-01-01,2025,1,202501,Retail,P&L,Revenue,Service Revenue,49242.21
2025-01-01,2025,1,202501,Wholesale,CF,Investing CF,Capital Expenditures,-7054.07
2025-01-01,2025,1,202501,Wholesale,CF,Operating CF,Change in Accounts Payable,2240.8
2025-01-01,2025,1,202501,Wholesale,CF,Operating CF,Change in Accounts Receivable,-4900.02
2025-01-01,2025,1,202501,Wholesale,CF,Operating CF,Change in Inventory,-2959.39
2025-01-01,2025,1,202501,Wholesale,P&L,COGS,Direct Labor,29815.12
2025-01-01,2025,1,202501,Wholesale,P&L,COGS,Materials,51244.73
2025-01-01,2025,1,202501,Wholesale,P&L,COGS,Shipping & Logistics,12112.39
2025-01-01,2025,1,202501,Wholesale,P&L,Opex,IT & Software,1852.33
2025-01-01,2025,1,202501,Wholesale,P&L,Opex,Marketing,3498.3
2025-01-01,2025,1,202501,Wholesale,P&L,Opex,Professional Fees,1197.86
2025-01-01,2025,1,202501,Wholesale,P&L,Opex,R&D,2350.64
2025-01-01,2025,1,202501,Wholesale,P&L,Opex,Rent & Utilities,2794.85
2025-01-01,2025,1,202501,Wholesale,P&L,Opex,Salaries & Benefits,22051.73
2025-01-01,2025,1,202501,Wholesale,P&L,Revenue,Product Sales,109627.16
2025-01-01,2025,1,202501,Wholesale,P&L,Revenue,Service Revenue,36542.39
2025-02-01,2025,2,202502,Corporate,CF,Financing CF,Debt Repayment,-11075.05
2025-02-01,2025,2,202502,Corporate,P&L,Other,Depreciation & Amortization,20395.94
2025-02-01,2025,2,202502,Corporate,P&L,Other,Income Tax Expense,7997.14
2025-02-01,2025,2,202502,Corporate,P&L,Other,Interest Expense,6189.21
2025-02-01,2025,2,202502,E-commerce,CF,Investing CF,Capital Expenditures,-10262.53
2025-02-01,2025,2,202502,E-commerce,CF,Operating CF,Change in Accounts Payable,2370.82
2025-02-01,2025,2,202502,E-commerce,CF,Operating CF,Change in Accounts Receivable,-4983.45
2025-02-01,2025,2,202502,E-commerce,CF,Operating CF,Change in Inventory,-1529.51
2025-02-01,2025,2,202502,E-commerce,P&L,COGS,Direct Labor,21083.65
2025-02-01,2025,2,202502,E-commerce,P&L,COGS,Materials,36237.52
2025-02-01,2025,2,202502,E-commerce,P&L,COGS,Shipping & Logistics,8565.23
2025-02-01,2025,2,202502,E-commerce,P&L,Opex,IT & Software,1644.91
2025-02-01,2025,2,202502,E-commerce,P&L,Opex,Marketing,7294.74
2025-02-01,2025,2,202502,E-commerce,P&L,Opex,Professional Fees,760.49
2025-02-01,2025,2,202502,E-commerce,P&L,Opex,R&D,4049.52
2025-02-01,2025,2,202502,E-commerce,P&L,Opex,Rent & Utilities,1815.36
2025-02-01,2025,2,202502,E-commerce,P&L,Opex,Salaries & Benefits,18138.65
2025-02-01,2025,2,202502,E-commerce,P&L,Revenue,Product Sales,108728.74
2025-02-01,2025,2,202502,E-commerce,P&L,Revenue,Service Revenue,12080.97
2025-02-01,2025,2,202502,Retail,CF,Investing CF,Capital Expenditures,-13724.5
2025-02-01,2025,2,202502,Retail,CF,Operating CF,Change in Accounts Payable,3523.11
2025-02-01,2025,2,202502,Retail,CF,Operating CF,Change in Accounts Receivable,-8732.4
2025-02-01,2025,2,202502,Retail,CF,Operating CF,Change in Inventory,-3015.77
2025-02-01,2025,2,202502,Retail,P&L,COGS,Direct Labor,34415.75
2025-02-01,2025,2,202502,Retail,P&L,COGS,Materials,59152.08
2025-02-01,2025,2,202502,Retail,P&L,COGS,Shipping & Logistics,13981.4
2025-02-01,2025,2,202502,Retail,P&L,Opex,IT & Software,2828.93
2025-02-01,2025,2,202502,Retail,P&L,Opex,Marketing,6256.55
2025-02-01,2025,2,202502,Retail,P&L,Opex,Professional Fees,1269.63
2025-02-01,2025,2,202502,Retail,P&L,Opex,R&D,3128.99
2025-02-01,2025,2,202502,Retail,P&L,Opex,Rent & Utilities,3604.22
2025-02-01,2025,2,202502,Retail,P&L,Opex,Salaries & Benefits,29800.98
2025-02-01,2025,2,202502,Retail,P&L,Revenue,Product Sales,140648.04
2025-02-01,2025,2,202502,Retail,P&L,Revenue,Service Revenue,46882.68
2025-02-01,2025,2,202502,Wholesale,CF,Investing CF,Capital Expenditures,-8688.74
2025-02-01,2025,2,202502,Wholesale,CF,Operating CF,Change in Accounts Payable,1775.19
2025-02-01,2025,2,202502,Wholesale,CF,Operating CF,Change in Accounts Receivable,-2580.06
2025-02-01,2025,2,202502,Wholesale,CF,Operating CF,Change in Inventory,-2238.81
2025-02-01,2025,2,202502,Wholesale,P&L,COGS,Direct Labor,29389.57
2025-02-01,2025,2,202502,Wholesale,P&L,COGS,Materials,50513.32
2025-02-01,2025,2,202502,Wholesale,P&L,COGS,Shipping & Logistics,11939.51
2025-02-01,2025,2,202502,Wholesale,P&L,Opex,IT & Software,2165.48
2025-02-01,2025,2,202502,Wholesale,P&L,Opex,Marketing,4988.99
2025-02-01,2025,2,202502,Wholesale,P&L,Opex,Professional Fees,1347.22
2025-02-01,2025,2,202502,Wholesale,P&L,Opex,R&D,2379.81
2025-02-01,2025,2,202502,Wholesale,P&L,Opex,Rent & Utilities,2827.52
2025-02-01,2025,2,202502,Wholesale,P&L,Opex,Salaries & Benefits,21964.08
2025-02-01,2025,2,202502,Wholesale,P&L,Revenue,Product Sales,108045.5
2025-02-01,2025,2,202502,Wholesale,P&L,Revenue,Service Revenue,36015.17
2025-03-01,2025,3,202503,Corporate,CF,Financing CF,Debt Issuance,150000.0
2025-03-01,2025,3,202503,Corporate,CF,Financing CF,Debt Repayment,-10964.3
2025-03-01,2025,3,202503,Corporate,CF,Financing CF,Dividends Paid,-11522.57
2025-03-01,2025,3,202503,Corporate,P&L,Other,Depreciation & Amortization,20316.71
2025-03-01,2025,3,202503,Corporate,P&L,Other,Income Tax Expense,12166.78
2025-03-01,2025,3,202503,Corporate,P&L,Other,Interest Expense,6509.72
2025-03-01,2025,3,202503,E-commerce,CF,Investing CF,Capital Expenditures,-10540.75
2025-03-01,2025,3,202503,E-commerce,CF,Operating CF,Change in Accounts Payable,3144.77
2025-03-01,2025,3,202503,E-commerce,CF,Operating CF,Change in Accounts Receivable,-3448.87
2025-03-01,2025,3,202503,E-commerce,CF,Operating CF,Change in Inventory,-1346.5
2025-03-01,2025,3,202503,E-commerce,P&L,COGS,Direct Labor,20365.29
2025-03-01,2025,3,202503,E-commerce,P&L,COGS,Materials,35002.84
2025-03-01,2025,3,202503,E-commerce,P&L,COGS,Shipping & Logistics,8273.4
2025-03-01,2025,3,202503,E-commerce,P&L,Opex,IT & Software,1692.65
2025-03-01,2025,3,202503,E-commerce,P&L,Opex,Marketing,5222.21
2025-03-01,2025,3,202503,E-commerce,P&L,Opex,Professional Fees,493.85
2025-03-01,2025,3,202503,E-commerce,P&L,Opex,R&D,3945.43
2025-03-01,2025,3,202503,E-commerce,P&L,Opex,Rent & Utilities,1825.06
2025-03-01,2025,3,202503,E-commerce,P&L,Opex,Salaries & Benefits,17487.81
2025-03-01,2025,3,202503,E-commerce,P&L,Revenue,Product Sales,110365.86
2025-03-01,2025,3,202503,E-commerce,P&L,Revenue,Service Revenue,12262.87
2025-03-01,2025,3,202503,Retail,CF,Investing CF,Capital Expenditures,-18340.74
2025-03-01,2025,3,202503,Retail,CF,Operating CF,Change in Accounts Payable,5079.49
2025-03-01,2025,3,202503,Retail,CF,Operating CF,Change in Accounts Receivable,-8870.75
2025-03-01,2025,3,202503,Retail,CF,Operating CF,Change in Inventory,-2875.28
2025-03-01,2025,3,202503,Retail,P&L,COGS,Direct Labor,40647.18
2025-03-01,2025,3,202503,Retail,P&L,COGS,Materials,69862.33
2025-03-01,2025,3,202503,Retail,P&L,COGS,Shipping & Logistics,16512.92
2025-03-01,2025,3,202503,Retail,P&L,Opex,IT & Software,2605.29
2025-03-01,2025,3,202503,Retail,P&L,Opex,Marketing,7730.92
2025-03-01,2025,3,202503,Retail,P&L,Opex,Professional Fees,1402.52
2025-03-01,2025,3,202503,Retail,P&L,Opex,R&D,3369.47
2025-03-01,2025,3,202503,Retail,P&L,Opex,Rent & Utilities,3588.83
2025-03-01,2025,3,202503,Retail,P&L,Opex,Salaries & Benefits,29459.24
2025-03-01,2025,3,202503,Retail,P&L,Revenue,Product Sales,161623.49
2025-03-01,2025,3,202503,Retail,P&L,Revenue,Service Revenue,53874.5
2025-03-01,2025,3,202503,Wholesale,CF,Investing CF,Capital Expenditures,-14445.7
2025-03-01,2025,3,202503,Wholesale,CF,Operating CF,Change in Accounts Payable,4151.58
2025-03-01,2025,3,202503,Wholesale,CF,Operating CF,Change in Accounts Receivable,-4461.93
2025-03-01,2025,3,202503,Wholesale,CF,Operating CF,Change in Inventory,-2201.04
2025-03-01,2025,3,202503,Wholesale,P&L,COGS,Direct Labor,32827.76
2025-03-01,2025,3,202503,Wholesale,P&L,COGS,Materials,56422.71
2025-03-01,2025,3,202503,Wholesale,P&L,COGS,Shipping & Logistics,13336.28
2025-03-01,2025,3,202503,Wholesale,P&L,Opex,IT & Software,1691.68
2025-03-01,2025,3,202503,Wholesale,P&L,Opex,Marketing,4864.27
2025-03-01,2025,3,202503,Wholesale,P&L,Opex,Professional Fees,817.22
2025-03-01,2025,3,202503,Wholesale,P&L,Opex,R&D,2187.21
2025-03-01,2025,3,202503,Wholesale,P&L,Opex,Rent & Utilities,2760.61
2025-03-01,2025,3,202503,Wholesale,P&L,Opex,Salaries & Benefits,21250.91
2025-03-01,2025,3,202503,Wholesale,P&L,Revenue,Product Sales,118292.85
2025-03-01,2025,3,202503,Wholesale,P&L,Revenue,Service Revenue,39430.95
2025-04-01,2025,4,202504,Corporate,CF,Financing CF,Debt Repayment,-12354.65
2025-04-01,2025,4,202504,Corporate,P&L,Other,Depreciation & Amortization,20125.16
2025-04-01,2025,4,202504,Corporate,P&L,Other,Income Tax Expense,15334.43
2025-04-01,2025,4,202504,Corporate,P&L,Other,Interest Expense,7188.33
